what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468033284
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468035031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468044157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468045062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468046982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468054026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468059346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468060501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468062483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468066829
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468069030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468082992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468084084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468086425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468088521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468115011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468116041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468117929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468121291
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468126175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468132899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468134022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468135926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468137514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468211101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468212786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468214783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468216987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468218501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468225396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468226176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468228173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468230427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468244562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468246060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468247963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321468249515
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321468252184
