what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825427153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825427832
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825427894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825510276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825513991
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825515806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825520899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825522058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825524228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825524820
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825524900
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825571503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825577429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825578452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825580429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825580981
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825581042
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825690520
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825690571
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825692200
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825692264
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825693251
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825693346
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825694690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825709487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825710341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825712302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825712919
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825713020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825795195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825797890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825799127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825801187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825801780
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825801837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825826101
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825826151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825833227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825834794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825836873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825837592
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825837660
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321825849195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825852095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825853140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825854894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321825855485
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321825855540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835054008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835265473
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835268307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835283652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835284301
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321835284382
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835300556
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835311775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321835318390
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835319399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835322558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835323645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835325798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835326465
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321835326536
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835335737
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835335794
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835337033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835342163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835343107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835345258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835345890
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321835346015
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835356626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835360448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835363965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835365525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835366977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835371169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835372833
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321835372913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835671882
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835674283
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835674338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835690730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835691496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835697275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321835697910
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321835697987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321835702924
