what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685828178
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685829391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685831402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685832290
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321685832359
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321685845322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321685847031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321685848571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1321685850229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1321685850434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321685852941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321685854424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685856166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685860326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685862800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685863360
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321685863506
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321685866906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321685869033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321685871072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685872939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685874802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685876745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321685877418
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321685877502
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321685981281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321685997122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321686046086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321686140457
