what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683004494
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683004565
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683019102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683019152
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683019959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683027148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683028693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683030628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683031442
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683031532
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683081825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683086870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683088190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683090566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683092039
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683092114
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683146346
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683152026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683152759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683154338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683156403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683157118
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683157207
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683213097
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683213148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683219901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683220945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683222984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683223699
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683223780
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683392372
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683392841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683407157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683408062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683410156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683410964
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683411035
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683422357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683430981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683432232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683434169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321683434924
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321683434997
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321683459494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321683460978
